contract_id,customer_id,contract_type,paperless_billing,payment_method
12582,8029-XYPWT,Two year,Yes,Bank transfer (automatic)
12583,4614-NUVZD,Month-to-month,Yes,Electronic check
12584,4632-PAOYU,One year,No,Mailed check
12585,3803-KMQFW,Month-to-month,No,Mailed check
12586,6804-GDMOI,Two year,Yes,Electronic check
12587,2990-OGYTD,Two year,No,Bank transfer (automatic)
12588,6646-JPPHA,Month-to-month,No,Electronic check
12589,9572-MTILT,Month-to-month,Yes,Electronic check
12590,7658-UYUQS,Month-to-month,No,Bank transfer (automatic)
12591,7880-XSOJX,Month-to-month,No,Mailed check
12592,9611-CTWIH,Month-to-month,Yes,Electronic check
12593,4589-IUAJB,Two year,No,Bank transfer (automatic)
12594,0329-GTIAJ,Month-to-month,Yes,Electronic check
12595,8746-BFOAJ,One year,No,Bank transfer (automatic)
12596,8457-XIGKN,Month-to-month,Yes,Credit card (automatic)
12597,6072-NUQCB,One year,No,Bank transfer (automatic)
12598,6629-CZTTH,Month-to-month,Yes,Mailed check
12599,8838-GPHZP,Two year,Yes,Mailed check
12600,8750-QWZAJ,Two year,No,Bank transfer (automatic)
12601,5364-EVNIB,Month-to-month,Yes,Electronic check
12602,6918-UMQCG,Month-to-month,No,Electronic check
12603,0675-NCDYU,Two year,Yes,Credit card (automatic)
12604,6339-DKLMK,Month-to-month,Yes,Electronic check
12605,1346-PJWTK,Month-to-month,No,Credit card (automatic)
12606,5088-QZLRL,Month-to-month,No,Electronic check
12607,8023-QHAIO,Month-to-month,Yes,Bank transfer (automatic)
12608,4397-FRLTA,Month-to-month,No,Mailed check
12609,3057-VJJQE,Two year,No,Mailed check
12610,5087-SUURX,Month-to-month,Yes,Electronic check
12611,2302-OUZXB,Two year,No,Bank transfer (automatic)
12612,8133-ANHHJ,One year,No,Bank transfer (automatic)
12613,2270-CHBFN,Month-to-month,Yes,Credit card (automatic)
12614,0013-EXCHZ,Month-to-month,Yes,Mailed check
12615,5982-FPVQN,Month-to-month,Yes,Electronic check
12616,9107-UKCKY,One year,Yes,Electronic check
12617,4654-ULTTN,Two year,Yes,Credit card (automatic)
12618,5550-VFRLC,Month-to-month,Yes,Electronic check
12619,5546-BYZSM,Month-to-month,No,Electronic check
12620,1492-KGETH,One year,No,Bank transfer (automatic)
12621,4929-BSTRX,Month-to-month,Yes,Mailed check
12622,4163-HFTUK,One year,No,Electronic check
12623,8215-NGSPE,Two year,No,Mailed check
12624,2225-ZRGSG,Two year,No,Bank transfer (automatic)
12625,8859-YSTWS,One year,No,Bank transfer (automatic)
12626,5271-YNWVR,Two year,Yes,Electronic check
12627,7601-DHFWZ,Two year,No,Credit card (automatic)
12628,2657-ALMWY,Month-to-month,No,Electronic check
12629,6330-JKLPC,Month-to-month,Yes,Bank transfer (automatic)
12630,4667-OHGKG,Month-to-month,Yes,Mailed check
12631,1998-VHJHK,One year,No,Mailed check
12632,1707-HABPF,One year,Yes,Bank transfer (automatic)
12633,1660-HSOOQ,Month-to-month,Yes,Mailed check
12634,7253-UVNDW,Two year,No,Credit card (automatic)
12635,0487-VVUVK,Month-to-month,Yes,Mailed check
12636,7228-OMTPN,Month-to-month,Yes,Electronic check
12637,5063-IUOKK,Two year,No,Mailed check
12638,4508-OEBEY,One year,Yes,Credit card (automatic)
12639,0027-KWYKW,Month-to-month,Yes,Electronic check
12640,2308-STERM,Month-to-month,No,Mailed check
12641,5982-XMDEX,Two year,No,Bank transfer (automatic)
12642,6284-AHOOQ,Month-to-month,Yes,Bank transfer (automatic)
12643,6051-PTVNS,One year,No,Credit card (automatic)
12644,2344-JMOGN,Month-to-month,Yes,Mailed check
12645,3799-ISUZQ,Month-to-month,Yes,Bank transfer (automatic)
12646,2877-VDUER,One year,No,Mailed check
12647,9152-AMKAK,Two year,Yes,Mailed check
12648,1794-HBQTJ,Month-to-month,Yes,Credit card (automatic)
12649,9432-VOFYX,Month-to-month,Yes,Electronic check
12650,8049-WJCLQ,Month-to-month,No,Mailed check
12651,6586-PSJOX,One year,No,Credit card (automatic)
12652,2460-FPSYH,Month-to-month,Yes,Electronic check
12653,9705-ZJBCG,One year,No,Bank transfer (automatic)
12654,4818-DRBQT,Month-to-month,Yes,Bank transfer (automatic)
12655,1320-HTRDR,Month-to-month,Yes,Electronic check
12656,6847-KJLTS,Month-to-month,Yes,Bank transfer (automatic)
12657,9670-BPNXF,One year,Yes,Credit card (automatic)
12658,3913-FCUUW,Two year,Yes,Bank transfer (automatic)
12659,3301-VKTGC,One year,Yes,Bank transfer (automatic)
12660,1493-AMTIE,Month-to-month,Yes,Bank transfer (automatic)
12661,9555-SAHUZ,Month-to-month,No,Electronic check
12662,0816-TSPHQ,Month-to-month,No,Mailed check
12663,9932-WBWIK,Month-to-month,No,Mailed check
12664,4619-EVPHY,One year,Yes,Bank transfer (automatic)
12665,5286-YHCVC,Two year,Yes,Bank transfer (automatic)
12666,6424-ELEYH,Month-to-month,Yes,Credit card (automatic)
12667,4391-RESHN,Month-to-month,Yes,Mailed check
12668,9115-YQHGA,Month-to-month,Yes,Electronic check
12669,4462-CYWMH,Month-to-month,Yes,Bank transfer (automatic)
12670,8963-MQVYN,Month-to-month,Yes,Electronic check
12671,2458-EOMRE,Month-to-month,No,Bank transfer (automatic)
12672,9334-GWGOW,Month-to-month,Yes,Electronic check
12673,6821-BUXUX,Month-to-month,Yes,Electronic check
12674,5028-HTLJB,Month-to-month,No,Mailed check
12675,9801-GDWGV,Month-to-month,Yes,Electronic check
12676,6542-LWGXJ,Month-to-month,No,Mailed check
12677,5567-GZKQY,Two year,No,Credit card (automatic)
12678,1222-LRYKO,Month-to-month,No,Mailed check
12679,2320-JRSDE,Month-to-month,Yes,Electronic check
12680,2087-QAREY,Month-to-month,Yes,Mailed check
12681,0601-WZHJF,Month-to-month,No,Electronic check
12682,4423-JWZJN,One year,No,Credit card (automatic)
12683,5143-WMWOG,Month-to-month,No,Electronic check
12684,6490-FGZAT,Month-to-month,No,Mailed check
12685,5393-RXQSZ,Month-to-month,No,Electronic check
12686,7452-FOLON,One year,No,Bank transfer (automatic)
12687,2320-TZRRH,One year,No,Mailed check
12688,0231-LXVAP,Month-to-month,Yes,Electronic check
12689,9444-JTXHZ,Month-to-month,No,Electronic check
12690,4942-VZZOM,One year,Yes,Credit card (automatic)
12691,5510-BOIUJ,Month-to-month,No,Mailed check
12692,7502-BNYGS,Month-to-month,Yes,Credit card (automatic)
12693,4291-HYEBC,One year,Yes,Electronic check
12694,6147-CBCRA,Month-to-month,No,Mailed check
12695,6047-SUHPR,One year,No,Electronic check
12696,4471-KXAUH,Month-to-month,Yes,Electronic check
12697,9752-ZNQUT,Month-to-month,Yes,Electronic check
12698,7638-QVMVY,Month-to-month,Yes,Electronic check
12699,1576-PFZIW,Two year,No,Credit card (automatic)
12700,5666-MBJPT,Two year,Yes,Bank transfer (automatic)
12701,7312-XSBAT,Month-to-month,No,Electronic check
12702,3096-GKWEB,Month-to-month,Yes,Electronic check
12703,2371-JQHZZ,Month-to-month,Yes,Electronic check
12704,0674-GCDXG,Two year,Yes,Bank transfer (automatic)
12705,1121-QSIVB,One year,Yes,Mailed check
12706,4396-KLSEH,Month-to-month,Yes,Electronic check
12707,3244-DCJWY,Month-to-month,Yes,Electronic check
12708,2824-MYYBN,Month-to-month,Yes,Electronic check
12709,0875-CABNR,Month-to-month,Yes,Credit card (automatic)
12710,6345-HOVES,Month-to-month,Yes,Bank transfer (automatic)
12711,8318-LCNBW,One year,No,Credit card (automatic)
12712,6469-QJKZW,Month-to-month,No,Electronic check
12713,0147-ESWWR,Month-to-month,Yes,Electronic check
12714,1217-VASWC,One year,Yes,Bank transfer (automatic)
12715,7812-FZHPE,Month-to-month,No,Mailed check
12716,6370-ZVHDV,Two year,No,Bank transfer (automatic)
12717,5915-DGNVC,One year,No,Electronic check
12718,6260-XLACS,One year,No,Mailed check
12719,3566-CAAYU,Two year,No,Electronic check
12720,4983-CCWMC,Month-to-month,Yes,Mailed check
12721,9103-CXVOK,Month-to-month,No,Electronic check
12722,2896-TBNBE,One year,No,Electronic check
12723,4797-AXPXK,Month-to-month,Yes,Electronic check
12724,5229-PRWKT,Month-to-month,Yes,Electronic check
12725,6982-UQZLY,Month-to-month,Yes,Mailed check
12726,2522-WLNSF,One year,No,Bank transfer (automatic)
12727,3841-CONLJ,Month-to-month,No,Electronic check
12728,5057-LCOUI,Month-to-month,Yes,Electronic check
12729,0193-ESZXP,One year,Yes,Credit card (automatic)
12730,4475-NVTLU,Two year,No,Electronic check
12731,4369-HTUIF,Month-to-month,Yes,Bank transfer (automatic)
12732,9386-LDCZR,One year,Yes,Credit card (automatic)
12733,9585-KKMFD,Two year,Yes,Mailed check
12734,5399-ZIMKF,Month-to-month,Yes,Electronic check
12735,0336-KXKFK,Two year,Yes,Credit card (automatic)
12736,5619-XZZKR,One year,No,Mailed check
12737,3948-FVVRP,Month-to-month,No,Mailed check
12738,5327-XOKKY,Two year,Yes,Credit card (automatic)
12739,0983-TATYJ,One year,Yes,Mailed check
12740,1813-JYWTO,Two year,No,Bank transfer (automatic)
12741,0156-FVPTA,Month-to-month,Yes,Electronic check
12742,1984-FCOWB,One year,Yes,Electronic check
12743,0654-HMSHN,Month-to-month,No,Electronic check
12744,6719-OXYBR,Month-to-month,No,Electronic check
12745,3312-ZWLGF,Month-to-month,Yes,Electronic check
12746,6476-YHMGA,Month-to-month,No,Bank transfer (automatic)
12747,5287-QWLKY,Month-to-month,Yes,Credit card (automatic)
12748,0795-XCCTE,Two year,No,Bank transfer (automatic)
12749,0168-XZKBB,Month-to-month,Yes,Electronic check
12750,3785-NRHYR,Month-to-month,No,Mailed check
12751,5196-SGOAK,Month-to-month,Yes,Electronic check
12752,4537-DKTAL,Month-to-month,No,Electronic check
12753,7072-MBHEV,Month-to-month,Yes,Credit card (automatic)
12754,5602-BVFMK,One year,No,Mailed check
12755,6297-NOOPG,Two year,Yes,Electronic check
12756,1891-UAWWU,Month-to-month,No,Electronic check
12757,8204-TIFGJ,Month-to-month,Yes,Bank transfer (automatic)
12758,8050-DVOJX,Two year,No,Credit card (automatic)
12759,6108-OQZDQ,Month-to-month,Yes,Electronic check
12760,0363-QJVFX,Month-to-month,Yes,Credit card (automatic)
12761,8903-XEBGX,Month-to-month,Yes,Electronic check
12762,8169-SAEJD,Two year,No,Credit card (automatic)
12763,9840-DVNDC,Month-to-month,Yes,Credit card (automatic)
12764,1089-XZWHH,Two year,Yes,Mailed check
12765,2325-WINES,One year,Yes,Credit card (automatic)
12766,6064-ZATLR,Two year,No,Bank transfer (automatic)
12767,3096-JRDSO,Month-to-month,Yes,Bank transfer (automatic)
12768,7824-PANSQ,Month-to-month,No,Bank transfer (automatic)
12769,8042-JVNFH,Month-to-month,Yes,Mailed check
12770,9648-BCHKM,Two year,Yes,Credit card (automatic)
12771,2888-ADFAO,Two year,Yes,Bank transfer (automatic)
12772,8707-HOEDG,Two year,Yes,Electronic check
12773,3374-LXDEV,Month-to-month,No,Electronic check
12774,4072-IPYLT,Month-to-month,No,Credit card (automatic)
12775,7167-PCEYD,Two year,Yes,Mailed check
12776,4936-YPJNK,Month-to-month,Yes,Mailed check
12777,1580-BMCMR,Month-to-month,Yes,Electronic check
12778,4817-KEQSP,Two year,No,Bank transfer (automatic)
12779,6408-WHTEF,Two year,Yes,Mailed check
12780,9251-AWQGT,Two year,No,Mailed check
12781,8749-CLJXC,Month-to-month,No,Mailed check
12782,7989-VCQOH,Month-to-month,No,Electronic check
12783,5049-GLYVG,Month-to-month,No,Mailed check
12784,4199-QHJNM,Two year,No,Bank transfer (automatic)
12785,8882-TLVRW,Two year,No,Mailed check
12786,5883-GTGVD,Month-to-month,Yes,Electronic check
12787,5135-GRQJV,Two year,Yes,Mailed check
12788,2384-OVPSA,Two year,No,Mailed check
12789,1371-WEPDS,One year,No,Electronic check
12790,3580-GICBM,Two year,Yes,Mailed check
12791,4817-QRJSX,Month-to-month,Yes,Credit card (automatic)
12792,9730-DRTMJ,One year,Yes,Credit card (automatic)
12793,4686-UXDML,Month-to-month,Yes,Credit card (automatic)
12794,3349-ANQNH,One year,Yes,Electronic check
12795,2398-YPMUR,Month-to-month,Yes,Electronic check
12796,0932-YIXYU,Two year,No,Credit card (automatic)
12797,7480-SPLEF,Two year,Yes,Bank transfer (automatic)
12798,7636-XUHWW,Month-to-month,Yes,Credit card (automatic)
12799,1431-CYWMH,Month-to-month,No,Bank transfer (automatic)
12800,5937-EORGB,Month-to-month,Yes,Electronic check
12801,6349-JDHQP,Two year,No,Credit card (automatic)
12802,5539-HIVAK,Month-to-month,No,Mailed check
12803,5847-MXBEO,One year,No,Mailed check
12804,9985-MWVIX,Month-to-month,Yes,Mailed check
12805,4583-PARNH,Month-to-month,Yes,Electronic check
12806,1116-FRYVH,Two year,No,Mailed check
12807,1421-HCERK,Month-to-month,Yes,Bank transfer (automatic)
12808,9633-XQABV,Month-to-month,Yes,Electronic check
12809,0716-BQNDX,Two year,No,Electronic check
12810,1265-XTECC,One year,Yes,Credit card (automatic)
12811,1183-CANVH,One year,No,Bank transfer (automatic)
12812,1972-XMUWV,Two year,Yes,Credit card (automatic)
12813,8679-LZBMD,One year,Yes,Bank transfer (automatic)
12814,3407-JMJQQ,Two year,Yes,Bank transfer (automatic)
12815,6252-DFGTK,One year,No,Credit card (automatic)
12816,1539-LNKHM,Month-to-month,No,Mailed check
12817,8645-KOMJQ,Two year,Yes,Bank transfer (automatic)
12818,0289-IVARM,Month-to-month,No,Electronic check
12819,9761-XUJWD,Month-to-month,Yes,Bank transfer (automatic)
12820,4057-FKCZK,Two year,No,Bank transfer (automatic)
12821,4291-TPNFG,Two year,Yes,Bank transfer (automatic)
12822,6087-YPWHO,Two year,No,Mailed check
12823,3090-QFUVD,Month-to-month,No,Credit card (automatic)
12824,2237-ZFSMY,One year,Yes,Electronic check
12825,1722-LDZJS,One year,No,Credit card (automatic)
12826,1818-ESQMW,Month-to-month,Yes,Electronic check
12827,4871-JTKJF,Month-to-month,Yes,Electronic check
12828,1415-YFWLT,Month-to-month,Yes,Electronic check
12829,7401-RUBNK,Month-to-month,No,Electronic check
12830,0506-YLVKJ,Two year,Yes,Mailed check
12831,8661-BOYNW,Two year,Yes,Credit card (automatic)
12832,6711-VTNRE,Month-to-month,Yes,Electronic check
12833,4815-GBTCD,Month-to-month,Yes,Electronic check
12834,2805-AUFQN,Two year,No,Credit card (automatic)
12835,0980-PVMRC,Month-to-month,Yes,Electronic check
12836,7233-DRTRF,Month-to-month,Yes,Electronic check
12837,3500-RMZLT,Month-to-month,Yes,Mailed check
12838,3873-NFTGI,Month-to-month,Yes,Credit card (automatic)
12839,1162-ECVII,Two year,Yes,Bank transfer (automatic)
12840,7048-GXDAY,Month-to-month,Yes,Electronic check
12841,8571-ZCMCX,Two year,Yes,Credit card (automatic)
12842,1169-WCVAK,Month-to-month,Yes,Credit card (automatic)
12843,4548-SDBKE,Month-to-month,Yes,Electronic check
12844,8066-POXGX,Month-to-month,Yes,Electronic check
12845,7129-CAKJW,Month-to-month,No,Bank transfer (automatic)
12846,8695-ARGXZ,Month-to-month,Yes,Electronic check
12847,3570-YUEKJ,Month-to-month,Yes,Electronic check
12848,4143-OOBWZ,Month-to-month,Yes,Electronic check
12849,1555-HAPSU,Two year,No,Credit card (automatic)
12850,1697-NVVGY,Month-to-month,No,Bank transfer (automatic)
12851,7854-EKTJL,Month-to-month,Yes,Electronic check
12852,8464-EETCQ,Two year,No,Credit card (automatic)
12853,2419-FSORS,Two year,Yes,Electronic check
12854,8132-YPVBX,Month-to-month,Yes,Mailed check
12855,9102-IAYHT,Month-to-month,Yes,Electronic check
12856,6754-LZUKA,Two year,No,Bank transfer (automatic)
12857,3422-LYEPQ,Month-to-month,Yes,Electronic check
12858,8099-MZPUJ,Two year,No,Credit card (automatic)
12859,0787-LHDYT,Month-to-month,Yes,Credit card (automatic)
12860,2642-DTVCO,Month-to-month,Yes,Electronic check
12861,0374-IOEGQ,Month-to-month,No,Electronic check
12862,4361-JEIVL,Month-to-month,Yes,Electronic check
12863,3197-NNYNB,Two year,No,Credit card (automatic)
12864,3396-DKDEL,Two year,Yes,Credit card (automatic)
12865,1752-OZXFY,One year,Yes,Mailed check
12866,9066-QRSDU,One year,Yes,Electronic check
12867,9112-WSNPU,Month-to-month,No,Electronic check
12868,9867-NNXLC,Month-to-month,Yes,Mailed check
12869,5321-NTRKC,Two year,No,Bank transfer (automatic)
12870,1363-TXLSL,Month-to-month,Yes,Electronic check
12871,9507-EXLTT,Month-to-month,Yes,Bank transfer (automatic)
12872,3161-GETRM,Month-to-month,Yes,Credit card (automatic)
12873,0402-OAMEN,Two year,No,Bank transfer (automatic)
12874,6933-VLYFX,One year,No,Electronic check
12875,6754-WKSHP,One year,No,Bank transfer (automatic)
12876,9846-GKXAS,Month-to-month,Yes,Bank transfer (automatic)
12877,6017-PPLPX,Month-to-month,Yes,Electronic check
12878,4976-LNFVV,Month-to-month,Yes,Credit card (automatic)
12879,5055-MGMGF,Month-to-month,Yes,Electronic check
12880,4641-FROLU,Two year,No,Mailed check
12881,2862-JVEOY,One year,No,Mailed check
12882,2969-QWUBZ,Month-to-month,No,Electronic check
12883,9822-BIIGN,Month-to-month,No,Electronic check
12884,2077-MPJQO,Month-to-month,Yes,Electronic check
12885,1534-OULXE,One year,Yes,Bank transfer (automatic)
12886,7136-RVDTZ,One year,Yes,Electronic check
12887,2971-SGAFL,Month-to-month,Yes,Electronic check
12888,1480-IVEVR,One year,Yes,Bank transfer (automatic)
12889,2905-KFQUV,Month-to-month,Yes,Credit card (automatic)
12890,4581-SSPWD,Month-to-month,Yes,Electronic check
12891,3370-HXOPH,Month-to-month,No,Electronic check
12892,9391-YZEJW,One year,Yes,Bank transfer (automatic)
12893,9958-MEKUC,Two year,No,Credit card (automatic)
12894,0281-CNTZX,Two year,Yes,Bank transfer (automatic)
12895,6927-WTFIV,Month-to-month,No,Credit card (automatic)
12896,4118-CEVPF,One year,Yes,Bank transfer (automatic)
12897,3398-ZOUAA,Month-to-month,Yes,Electronic check
12898,9114-VEPUF,One year,No,Electronic check
12899,7876-BEUTG,Month-to-month,Yes,Mailed check
12900,2338-BQEZT,Month-to-month,Yes,Credit card (automatic)
12901,9873-MNDKV,Month-to-month,Yes,Mailed check
12902,0378-NHQXU,Month-to-month,No,Electronic check
12903,8241-JUIQO,One year,No,Bank transfer (automatic)
12904,2194-IIQOF,Two year,No,Credit card (automatic)
12905,4512-ZUIYL,Month-to-month,No,Bank transfer (automatic)
12906,9631-RXVJM,Two year,No,Mailed check
12907,9584-EXCDZ,Month-to-month,No,Bank transfer (automatic)
12908,7969-AULMZ,Month-to-month,Yes,Electronic check
12909,5093-FEGLU,Two year,No,Bank transfer (automatic)
12910,2621-UDNLU,Month-to-month,No,Mailed check
12911,7526-IVLYU,Month-to-month,Yes,Mailed check
12912,2428-HYUNX,Two year,Yes,Credit card (automatic)
12913,9214-EKVXR,Month-to-month,Yes,Mailed check
12914,3410-MHHUM,One year,No,Electronic check
12915,0568-ONFPC,Month-to-month,Yes,Bank transfer (automatic)
12916,0733-VUNUW,Month-to-month,Yes,Bank transfer (automatic)
12917,4550-EVXNY,Month-to-month,Yes,Electronic check
12918,2122-YWVYA,Month-to-month,Yes,Electronic check
12919,2968-SSGAA,Month-to-month,Yes,Electronic check
12920,2296-DKZFP,Two year,No,Bank transfer (automatic)
12921,4844-JJWUY,Month-to-month,Yes,Electronic check
12922,6777-TGHTM,One year,Yes,Credit card (automatic)
12923,8909-BOLNL,One year,No,Mailed check
12924,6603-YRDCJ,Two year,Yes,Mailed check
12925,3538-WZPHD,Month-to-month,Yes,Electronic check
12926,3229-USWAR,One year,Yes,Bank transfer (automatic)
12927,2138-VFAPZ,Two year,Yes,Mailed check
12928,6131-JLWZM,Month-to-month,Yes,Mailed check
12929,4785-QRJHC,One year,Yes,Bank transfer (automatic)
12930,0269-XFESX,One year,No,Mailed check
12931,1709-EJDOX,Two year,No,Mailed check
12932,4316-XCSLJ,Month-to-month,Yes,Mailed check
12933,8610-WFCJF,Month-to-month,Yes,Electronic check
12934,9693-XMUOB,Month-to-month,Yes,Electronic check
12935,0383-CLDDA,Two year,Yes,Credit card (automatic)
12936,4905-JEFDW,One year,Yes,Electronic check
12937,2709-UQGNP,Month-to-month,Yes,Mailed check
12938,3549-ZTMNH,Two year,Yes,Bank transfer (automatic)
12939,7881-INRLC,Month-to-month,Yes,Credit card (automatic)
12940,8033-ATFAS,Month-to-month,Yes,Mailed check
12941,1635-NZATJ,Two year,No,Credit card (automatic)
12942,0562-HKHML,Two year,No,Credit card (automatic)
12943,8277-RVRSV,One year,No,Credit card (automatic)
12944,9943-VSZUV,Month-to-month,Yes,Mailed check
12945,0117-LFRMW,Month-to-month,No,Bank transfer (automatic)
12946,6172-FECYY,Month-to-month,No,Electronic check
12947,7054-ENNGU,Month-to-month,No,Mailed check
12948,1455-HFBXA,Two year,Yes,Credit card (automatic)
12949,9402-CXWPL,One year,No,Electronic check
12950,1628-BIZYP,Month-to-month,Yes,Electronic check
12951,1965-AKTSX,Month-to-month,Yes,Electronic check
12952,0082-LDZUE,Month-to-month,Yes,Mailed check
12953,4786-UKSNZ,Month-to-month,No,Mailed check
12954,5343-SGUBI,One year,Yes,Mailed check
12955,0856-NAOES,Month-to-month,No,Mailed check
12956,1976-AZZPJ,Month-to-month,No,Mailed check
